"","prolific_pid","modulo","id","session_id","responses","tp","tn","fp","fn","cumulative_pay","condition","incentive","trial","duration","positives","negatives","p_trial_id","block_id","block","trial_pay","selected_positives","alpha","payoff_trial","payoff_lower","payoff_upper","expected_over_optimal"
"610","5dd33261fce6063503a61fd2",9,874,"5e3f64584425131c4df331b7","3",1,5,0,4,320,"ci","1",23,20.401,5,5,36,6,2,40,1,99,40,-10000,200,0.984217233604549
"611","5d1d5027558790001a6d4dea",40,875,"5e3f645e9dd8051c1a6f9342","10,2,4,7,8,5,6",7,2,0,1,-13720,"ci","5",9,10.152,8,2,61,1,3,-13720,7,19,160,-920,200,0.96342551293488
"612","5c66e2f32eacb200019ee394",85,876,"5e3f645a4a6a7f1c24d838c1","9,4,1,3,5",4,5,1,0,-7480,"ci","5",30,14.199,4,6,34,4,2,-200,5,19,-200,-2360,200,0.843420538852011
"613","5a5e8efcac562400015424ba",59,877,"5e3f6461194a561c8bdb8a43","5,3,8",3,2,0,5,-36600,"ci","1",9,9.921,8,2,28,28,2,0,3,99,0,-4120,200,0.9534829900486
"614","5a95694a4eecca0001dd4721",21,878,"5e3f646111f2e11c2b6ec11d","1,9,4",3,6,0,1,-1920,"ci","1",30,5.445,4,6,28,28,2,160,3,99,160,-11960,200,0.99662856672971
"615","5cb5d78329f6ff00167f5e24",21,879,"5e3f64799cfe9b1c6d840626","null",0,8,0,2,-560,"ci","1",18,4.816,2,8,53,23,3,120,0,99,120,-15880,200,0.994962999813444
"616","5c44b3fe1bbffd0001014286",35,880,"5e3f647ec10d051c176daec4","9,6,5,10,3",4,5,1,0,-200,"ci","10",24,26.603,4,6,6,6,1,0,5,9,0,-1160,200,0.852314474650992
"617","5cb5d78329f6ff00167f5e24",21,881,"5e3f64799cfe9b1c6d840626","7,5",2,6,0,2,-440,"ci","1",8,3.997,4,6,54,24,3,120,2,99,120,-11960,200,0.993339363539183
"618","5e15a5f7082675b7e19b2bbc",30,882,"5e3f6463280cae1c6f6f6c7b","10,3,9,7",3,5,1,1,-21360,"ci","1",24,20.924,4,6,7,7,1,-1840,4,99,-1840,-11960,200,0.832168407203355
"619","5d1d5027558790001a6d4dea",40,883,"5e3f645e9dd8051c1a6f9342","8,6,5",1,6,2,1,-14360,"ci","5",18,8.166,2,8,62,2,3,-640,3,19,-640,-3080,200,0.743675708625419
"620","5a95694a4eecca0001dd4721",21,884,"5e3f646111f2e11c2b6ec11d","9,6,7,1",3,4,1,2,-3800,"ci","1",20,7.852,5,5,29,29,2,-1880,4,99,-1880,-10000,200,0.79600039211842
"621","5dc1d03762ec50143144ac3f",96,886,"5e3f646781d99c1c0b45cf27","8,4",2,5,0,3,520,"ci","1",12,13.603,5,5,4,4,1,80,2,99,80,-10000,200,0.988138417802176
"622","5dd33261fce6063503a61fd2",9,887,"5e3f64584425131c4df331b7","8",1,6,0,3,400,"ci","1",1,11.954,4,6,37,7,2,80,1,99,80,-11960,200,0.990050160348656
"623","5cb5d78329f6ff00167f5e24",21,888,"5e3f64799cfe9b1c6d840626","10,8",2,3,0,5,-440,"ci","1",29,3.311,7,3,55,25,3,0,2,99,0,-6080,200,0.967998726317465
"624","5a5e8efcac562400015424ba",59,889,"5e3f6461194a561c8bdb8a43","3,6,2",2,5,1,2,-38480,"ci","1",6,12.298,4,6,29,29,2,-1880,3,99,-1880,-11960,200,0.828879204012828
"625","5de301515253b03390043d12",80,890,"5e3f6473efb86e1c939f60b9","9,5",2,3,0,5,-5840,"ci","1",5,55.579,7,3,2,2,1,0,2,99,0,-6080,200,0.967998726317465
"626","53981858fdf99b1ccc3f12d9",39,891,"5e3f646b23323f1b93ea8062","10,8",2,3,0,5,560,"ci","1",29,16.362,7,3,23,23,2,0,2,99,0,-6080,200,0.967998726317465
"627","5cb5d78329f6ff00167f5e24",21,892,"5e3f64799cfe9b1c6d840626","null",0,5,0,5,-440,"ci","1",19,3.082,5,5,56,26,3,0,0,99,0,-10000,200,0.980296049406921
"628","5c66e2f32eacb200019ee394",85,893,"5e3f645a4a6a7f1c24d838c1","null",0,4,0,6,-7520,"ci","5",22,10.59,6,4,35,5,2,-40,0,19,-40,-1640,200,0.86909288430201
"629","5dbee94de0a6e839b5a23898",84,894,"5e3f647819a5ea1c3bf2e5fa","8,4,7",3,5,0,2,960,"ci","10",12,18.744,5,5,9,9,1,120,3,9,120,-1000,200,0.93255620316403
"630","5d1e47055538e6001a842e3b",77,895,"5e3f645423323f1c3c7463b4","5,2,6,10,9,1",5,3,1,1,-1560,"ci","10",10,58.35,6,4,11,11,1,-40,6,9,-40,-840,200,0.768491834774256
"631","5d1d5027558790001a6d4dea",40,896,"5e3f645e9dd8051c1a6f9342","9,2,4,10,8,6,7",7,3,0,0,-14160,"ci","5",27,10.44,7,3,63,3,3,200,7,19,200,-1280,200,0.99932478055368
"632","5a95694a4eecca0001dd4721",21,897,"5e3f646111f2e11c2b6ec11d","6,2,10",3,4,0,3,-3720,"ci","1",10,9.864,6,4,30,30,2,80,3,99,80,-8040,200,0.985317315859726
"633","5c44b3fe1bbffd0001014286",35,898,"5e3f647ec10d051c176daec4","10,6,3,8,7",3,2,2,3,-520,"ci","10",28,14.777,6,4,7,7,1,-320,5,9,-320,-840,200,0.499519692603266
"634","5cb5d78329f6ff00167f5e24",21,899,"5e3f64799cfe9b1c6d840626","8,6,2,7",4,2,0,4,-400,"ci","1",9,4.148,8,2,57,27,3,40,4,99,40,-4120,200,0.962740106456839
"635","5dd33261fce6063503a61fd2",9,900,"5e3f64584425131c4df331b7","null",0,4,0,6,360,"ci","1",10,9.595,6,4,38,8,2,-40,0,99,-40,-8040,200,0.970755976216479
"636","5cb5d78329f6ff00167f5e24",21,901,"5e3f64799cfe9b1c6d840626","4,1,9",3,6,0,1,-240,"ci","1",30,3.828,4,6,58,28,3,160,3,99,160,-11960,200,0.99662856672971
"637","53981858fdf99b1ccc3f12d9",39,902,"5e3f646b23323f1b93ea8062","2,3,8",3,6,0,1,720,"ci","1",6,8.543,4,6,24,24,2,160,3,99,160,-11960,200,0.99662856672971
"638","5a5e8efcac562400015424ba",59,903,"5e3f6461194a561c8bdb8a43","2,3,8",3,6,0,1,-38320,"ci","1",3,12.45,4,6,30,30,2,160,3,99,160,-11960,200,0.99662856672971
"639","5cb5d78329f6ff00167f5e24",21,904,"5e3f64799cfe9b1c6d840626","9",1,5,0,4,-200,"ci","1",20,3.039,5,5,59,29,3,40,1,99,40,-10000,200,0.984217233604549
"640","5c66e2f32eacb200019ee394",85,905,"5e3f645a4a6a7f1c24d838c1","1,2,9,3",4,5,0,1,-7360,"ci","5",14,11.276,5,5,36,6,2,160,4,19,160,-2000,200,0.981372103589278
"641","5c44b3fe1bbffd0001014286",35,906,"5e3f647ec10d051c176daec4","2,9,8",2,5,1,2,-600,"ci","10",1,9.421,4,6,8,8,1,-80,3,9,-80,-1160,200,0.793534166054372
"642","5d1d5027558790001a6d4dea",40,907,"5e3f645e9dd8051c1a6f9342","4,9,6,5",4,3,0,3,-14080,"ci","5",5,9.958,7,3,64,4,3,80,4,19,80,-1280,200,0.918298446995273
"643","5d6a5a33c5508e001bb4844c",5,908,"5e3f6479efb86e1c939f60ba","null",0,4,0,6,-13720,"ci","1",22,3.769,6,4,23,23,2,-40,0,99,-40,-8040,200,0.970755976216479
"644","5e15a5f7082675b7e19b2bbc",30,909,"5e3f6463280cae1c6f6f6c7b","9,4,7,3",2,3,2,3,-25280,"ci","1",23,21.602,5,5,8,8,1,-3920,4,99,-3920,-10000,200,0.596019998039408
"645","5cb5d78329f6ff00167f5e24",21,910,"5e3f64799cfe9b1c6d840626","null",0,4,0,6,-240,"ci","1",10,3.365,6,4,60,30,3,-40,0,99,-40,-8040,200,0.970755976216479
"646","5dd33261fce6063503a61fd2",9,911,"5e3f64584425131c4df331b7","null",0,5,0,5,360,"ci","1",19,11.607,5,5,39,9,2,0,0,99,0,-10000,200,0.980296049406921
"647","5dbee94de0a6e839b5a23898",84,912,"5e3f647819a5ea1c3bf2e5fa","5,3,2,8",4,6,0,0,1160,"ci","10",3,16.112,4,6,10,10,1,200,4,9,200,-1160,200,0.999265246142542
"648","53981858fdf99b1ccc3f12d9",39,913,"5e3f646b23323f1b93ea8062","null",0,5,0,5,720,"ci","1",14,9.865,5,5,25,25,2,0,0,99,0,-10000,200,0.980296049406921
"649","5c66e2f32eacb200019ee394",85,914,"5e3f645a4a6a7f1c24d838c1","2,8,9,3",4,6,0,0,-7160,"ci","5",6,7.821,4,6,37,7,2,200,4,19,200,-2360,200,0.999609527528309
"650","5cb5d78329f6ff00167f5e24",21,915,"5e3f64799cfe9b1c6d840626","10,5",2,8,0,0,-40,"ci","10",21,3.613,2,8,61,1,3,-40,2,9,200,-1480,200,0.99940511600238
"651","5de301515253b03390043d12",80,916,"5e3f6473efb86e1c939f60b9","7,6,5",3,5,0,2,-5720,"ci","1",23,23.457,5,5,3,3,1,120,3,99,120,-10000,200,0.992059601999804
"652","5e39b4e8eed08202335f88bb",11,917,"5e3f6464ce52251bf065935e","4,5,7,8,6",5,2,0,3,-480,"ci","5",9,49.951,8,2,29,29,2,80,5,19,80,-920,200,0.892060660124888
"653","5d1d5027558790001a6d4dea",40,918,"5e3f645e9dd8051c1a6f9342","2,3,9,1",4,5,0,1,-13920,"ci","5",14,10.574,5,5,65,5,3,160,4,19,160,-2000,200,0.981372103589278
"654","53981858fdf99b1ccc3f12d9",39,919,"5e3f646b23323f1b93ea8062","null",0,4,0,6,680,"ci","1",22,6.383,6,4,26,26,2,-40,0,99,-40,-8040,200,0.970755976216479
"655","5d6a5a33c5508e001bb4844c",5,920,"5e3f6479efb86e1c939f60ba","4,9,8,7,10",5,3,0,2,-13600,"ci","1",27,10.369,7,3,24,24,2,120,5,99,120,-6080,200,0.987103964336889
"656","5d1e47055538e6001a842e3b",77,921,"5e3f645423323f1c3c7463b4","6,8,10,5,3,2,4,9,7",5,1,4,0,-2160,"ci","10",25,22.554,5,5,12,12,1,-600,9,9,-600,-1000,200,0.333055786844296
"657","5c44b3fe1bbffd0001014286",35,922,"5e3f647ec10d051c176daec4","7,6,2,9,4,5",4,1,2,3,-920,"ci","10",5,11.931,7,3,9,9,1,-320,6,9,-320,-680,200,0.408626560726447
"658","5cb5d78329f6ff00167f5e24",21,924,"5e3f64799cfe9b1c6d840626","2,9",2,5,0,3,40,"ci","10",11,7.654,5,5,62,2,3,80,2,9,80,-1000,200,0.8992506244796
"659","5c66e2f32eacb200019ee394",85,925,"5e3f645a4a6a7f1c24d838c1","8,10,5",3,3,0,4,-7120,"ci","5",29,9.177,7,3,38,8,2,40,3,19,40,-1280,200,0.891289669142471
"660","5a95694a4eecca0001dd4721",21,926,"5e3f646111f2e11c2b6ec11d","5,10,2",2,7,1,0,-3920,"ci","5",21,9.869,2,8,31,1,2,-3920,3,19,-200,-3080,200,0.877781164279183
"661","5dd33261fce6063503a61fd2",9,927,"5e3f64584425131c4df331b7","6",0,3,1,6,-1680,"ci","1",28,13.453,6,4,40,10,2,-2040,1,99,-2040,-8040,200,0.728066982162359
"662","5d1d5027558790001a6d4dea",40,928,"5e3f645e9dd8051c1a6f9342","5,7,6,3",4,5,0,1,-13760,"ci","5",23,5.892,5,5,66,6,3,160,4,19,160,-2000,200,0.981372103589278
"663","5d6a5a33c5508e001bb4844c",5,929,"5e3f6479efb86e1c939f60ba","8,9",2,6,0,2,-13480,"ci","1",1,6.137,4,6,25,25,2,120,2,99,120,-11960,200,0.993339363539183
"664","5cb5d78329f6ff00167f5e24",21,930,"5e3f64799cfe9b1c6d840626","8",1,6,0,3,120,"ci","10",1,4.301,4,6,63,3,3,80,1,9,80,-1160,200,0.911094783247612
"665","53981858fdf99b1ccc3f12d9",39,931,"5e3f646b23323f1b93ea8062","9,4",2,6,0,2,800,"ci","1",30,8.515,4,6,27,27,2,120,2,99,120,-11960,200,0.993339363539183
"666","5d1d5027558790001a6d4dea",40,932,"5e3f645e9dd8051c1a6f9342","9,8",2,6,0,2,-13640,"ci","5",1,4.679,4,6,67,7,3,120,2,19,120,-2360,200,0.96837172979305
"667","5a95694a4eecca0001dd4721",21,933,"5e3f646111f2e11c2b6ec11d","9,4,2,7",4,5,0,1,-3760,"ci","5",11,6.463,5,5,32,2,2,160,4,19,160,-2000,200,0.981372103589278
"668","5c66e2f32eacb200019ee394",85,934,"5e3f645a4a6a7f1c24d838c1","10,5",2,8,0,0,-6920,"ci","5",21,6.82,2,8,39,9,2,200,2,19,200,-3080,200,0.999695214873514
"669","5cb5d78329f6ff00167f5e24",21,935,"5e3f64799cfe9b1c6d840626","null",0,4,0,6,80,"ci","10",22,3.981,6,4,64,4,3,-40,0,9,-40,-840,200,0.768491834774256
"670","5e15a5f7082675b7e19b2bbc",30,936,"5e3f6463280cae1c6f6f6c7b","1,9,10,4,2",4,3,1,2,-27160,"ci","1",22,22.155,6,4,9,9,1,-1880,5,99,-1880,-8040,200,0.747482101686688
"671","5d6a5a33c5508e001bb4844c",5,937,"5e3f6479efb86e1c939f60ba","3,2,8,9",4,6,0,0,-13280,"ci","1",6,5.927,4,6,26,26,2,200,4,99,200,-11960,200,0.999917769920237
"672","5de301515253b03390043d12",80,939,"5e3f6473efb86e1c939f60b9","2",1,4,0,5,-5720,"ci","1",10,16.262,6,4,4,4,1,0,1,99,0,-8040,200,0.975609756097561
"673","5a5e8efcac562400015424ba",59,940,"5e3f6461194a561c8bdb8a43","6,9",1,3,1,5,-38520,"ci","10",28,9.234,6,4,31,1,2,-38520,2,9,-200,-840,200,0.614793467819404
"674","5a95694a4eecca0001dd4721",21,941,"5e3f646111f2e11c2b6ec11d","8,2,9",2,5,1,2,-4040,"ci","5",1,5.126,4,6,33,3,2,-280,3,19,-280,-2360,200,0.812182741116751
"675","5d1e47055538e6001a842e3b",77,942,"5e3f645423323f1c3c7463b4","8,7,10,6,2,4,5,3",8,2,0,0,-1960,"ci","10",9,15.812,8,2,13,13,1,200,8,9,200,-520,200,0.998613037447989
"676","53981858fdf99b1ccc3f12d9",39,943,"5e3f646b23323f1b93ea8062","null",0,5,0,5,800,"ci","1",7,8.313,5,5,28,28,2,0,0,99,0,-10000,200,0.980296049406921
"677","5c44b3fe1bbffd0001014286",35,944,"5e3f647ec10d051c176daec4","5,10,6,7,4,3,2,8",8,2,0,0,-720,"ci","10",9,16.828,8,2,10,10,1,200,8,9,200,-520,200,0.998613037447989
"678","5d1d5027558790001a6d4dea",40,945,"5e3f645e9dd8051c1a6f9342","6,2,10",3,4,0,3,-13560,"ci","5",10,8.522,6,4,68,8,3,80,3,19,80,-1640,200,0.934274850624661
"679","5d6a5a33c5508e001bb4844c",5,946,"5e3f6479efb86e1c939f60ba","9,7,2,4",4,5,0,1,-13120,"ci","1",11,6.849,5,5,27,27,2,160,4,99,160,-10000,200,0.995980786197432
"680","5c66e2f32eacb200019ee394",85,947,"5e3f645a4a6a7f1c24d838c1","5,8,2,6",4,1,0,5,-6920,"ci","5",13,8.346,9,1,40,10,2,0,4,19,0,-560,200,0.735873850197109
"681","5dbee94de0a6e839b5a23898",84,948,"5e3f647819a5ea1c3bf2e5fa","null",0,5,0,5,1160,"ci","10",25,27.521,5,5,11,11,1,0,0,9,0,-1000,200,0.832639467110741
"682","5cb5d78329f6ff00167f5e24",21,949,"5e3f64799cfe9b1c6d840626","4,5",1,4,1,4,-80,"ci","10",12,9.112,5,5,65,5,3,-160,2,9,-160,-1000,200,0.699417152373022
"683","53981858fdf99b1ccc3f12d9",39,950,"5e3f646b23323f1b93ea8062","5",1,9,0,0,1000,"ci","1",15,4.886,1,9,29,29,2,200,1,99,200,-17840,200,0.999944570700072
"684","5dd33261fce6063503a61fd2",9,952,"5e3f64584425131c4df331b7","3,9,2,8",4,6,0,0,-1480,"ci","1",6,17.572,4,6,41,11,2,200,4,99,200,-11960,200,0.999917769920237
"685","5a5e8efcac562400015424ba",59,953,"5e3f6461194a561c8bdb8a43","4,8",1,4,1,4,-38680,"ci","10",25,8.89,5,5,32,2,2,-160,2,9,-160,-1000,200,0.699417152373022
"686","5e39b4e8eed08202335f88bb",11,954,"5e3f6464ce52251bf065935e","9,4,1,6,8",3,3,2,2,-1160,"ci","5",20,25.789,5,5,30,30,2,-680,5,19,-680,-2000,200,0.599727396637892
"687","5dc1d03762ec50143144ac3f",96,955,"5e3f646781d99c1c0b45cf27","null",0,9,0,1,680,"ci","1",15,38.124,1,9,5,5,1,160,0,99,160,-17840,200,0.997727398702954
"688","5cb5d78329f6ff00167f5e24",21,956,"5e3f64799cfe9b1c6d840626","9",1,4,0,5,-80,"ci","10",2,3.769,6,4,66,6,3,0,1,9,0,-840,200,0.806916426512968
"689","5a95694a4eecca0001dd4721",21,957,"5e3f646111f2e11c2b6ec11d","4",0,3,1,6,-4480,"ci","5",22,9.73,6,4,34,4,2,-440,1,19,-440,-1640,200,0.651819663226507
"690","5d6a5a33c5508e001bb4844c",5,958,"5e3f6479efb86e1c939f60ba","null",0,2,0,8,-13240,"ci","1",16,6.235,8,2,28,28,2,-120,0,99,-120,-4120,200,0.925711640823883
"691","5d1d5027558790001a6d4dea",40,959,"5e3f645e9dd8051c1a6f9342","10",1,5,0,4,-13520,"ci","5",19,7.29,5,5,69,9,3,40,1,19,40,-2000,200,0.926851431167651
"692","5c66e2f32eacb200019ee394",85,960,"5e3f645a4a6a7f1c24d838c1","5,6,9",3,3,0,4,-6880,"ci","5",5,8.471,7,3,41,11,2,40,3,19,40,-1280,200,0.891289669142471
"693","5cb5d78329f6ff00167f5e24",21,961,"5e3f64799cfe9b1c6d840626","5",1,5,0,4,-40,"ci","10",23,5.23,5,5,67,7,3,40,1,9,40,-1000,200,0.865945045795171
"694","5d6a5a33c5508e001bb4844c",5,962,"5e3f6479efb86e1c939f60ba","5,10",2,8,0,0,-13040,"ci","1",21,4.14,2,8,29,29,2,200,2,99,200,-15880,200,0.999937814812512
"695","5d1e47055538e6001a842e3b",77,963,"5e3f645423323f1c3c7463b4","5,6,3,9,10",4,5,1,0,-1960,"ci","10",24,13.66,4,6,14,14,1,0,5,9,0,-1160,200,0.852314474650992
"696","5c44b3fe1bbffd0001014286",35,964,"5e3f647ec10d051c176daec4","5,4,2,10,6,3,9,8",8,1,0,1,-560,"ci","10",13,12.193,9,1,11,11,1,160,8,9,160,-360,200,0.926916221033868
"697","5e15a5f7082675b7e19b2bbc",30,965,"5e3f6463280cae1c6f6f6c7b","10,5,9,1",2,6,2,0,-30960,"ci","1",21,18.483,2,8,10,10,1,-3800,4,99,-3800,-15880,200,0.75119706485915
"698","5dbee94de0a6e839b5a23898",84,966,"5e3f647819a5ea1c3bf2e5fa","null",0,2,0,8,1040,"ci","10",16,11.323,8,2,12,12,1,-120,0,9,-120,-520,200,0.554785020804438
"699","5a95694a4eecca0001dd4721",21,968,"5e3f646111f2e11c2b6ec11d","8,3,4,7",4,5,0,1,-4320,"ci","5",12,6.238,5,5,35,5,2,160,4,19,160,-2000,200,0.981372103589278
"700","5dd33261fce6063503a61fd2",9,969,"5e3f64584425131c4df331b7","null",0,9,0,1,-1320,"ci","1",15,9.332,1,9,42,12,2,160,0,99,160,-17840,200,0.997727398702954
"701","5d423b7706811e001ada5b08",48,971,"5e3f6469fce14d1c41837c87","3,9,7,6,4",3,5,2,0,-3800,"ci","1",17,36.766,3,7,1,1,1,-3800,5,99,-3800,-13920,200,0.716663125840946
"702","5de301515253b03390043d12",80,972,"5e3f6473efb86e1c939f60b9","6,10,3",1,2,2,5,-9720,"ci","1",28,19.153,6,4,5,5,1,-4000,3,99,-4000,-8040,200,0.490231767989322
"703","5d1d5027558790001a6d4dea",40,973,"5e3f645e9dd8051c1a6f9342","6,10,7,3",2,2,2,4,-14280,"ci","5",28,6.412,6,4,70,10,3,-760,4,19,-760,-1640,200,0.478001086366105
"704","5c66e2f32eacb200019ee394",85,974,"5e3f645a4a6a7f1c24d838c1","10,7,6",2,3,1,4,-7240,"ci","5",28,6.362,6,4,42,12,2,-360,3,19,-360,-1640,200,0.695274307441608
"705","5cb5d78329f6ff00167f5e24",21,975,"5e3f64799cfe9b1c6d840626","5",1,1,0,8,-160,"ci","10",13,5.051,9,1,68,8,3,-120,1,9,-120,-360,200,0.427807486631016
"706","5d6a5a33c5508e001bb4844c",5,976,"5e3f6479efb86e1c939f60ba","5,3",2,3,0,5,-13040,"ci","1",26,7.373,7,3,30,30,2,0,2,99,0,-6080,200,0.967998726317465
"707","5a5e8efcac562400015424ba",59,977,"5e3f6461194a561c8bdb8a43","1,10,9,4",3,3,1,3,-38800,"ci","10",22,14.15,6,4,33,3,2,-120,4,9,-120,-840,200,0.69164265129683
"708","5d1d5027558790001a6d4dea",40,978,"5e3f645e9dd8051c1a6f9342","2,3,9,8",4,6,0,0,-14080,"ci","5",6,6.086,4,6,71,11,3,200,4,19,200,-2360,200,0.999609527528309
"709","5cb5d78329f6ff00167f5e24",21,979,"5e3f64799cfe9b1c6d840626","5,2",2,6,0,2,-40,"ci","10",3,6.005,4,6,69,9,3,120,2,9,120,-1160,200,0.940484937545922
"710","5c44b3fe1bbffd0001014286",35,980,"5e3f647ec10d051c176daec4","3,9",2,7,0,1,-400,"ci","10",17,11,3,7,12,12,1,160,2,9,160,-1320,200,0.973044049967127
"711","53981858fdf99b1ccc3f12d9",39,981,"5e3f646b23323f1b93ea8062","3,7",2,5,0,3,1080,"ci","1",23,20.229,5,5,30,30,2,80,2,99,80,-10000,200,0.988138417802176
"712","5c66e2f32eacb200019ee394",85,982,"5e3f645a4a6a7f1c24d838c1","6,8,9,4,1",3,3,2,2,-7920,"ci","5",20,7.481,5,5,43,13,2,-680,5,19,-680,-2000,200,0.599727396637892
"713","5dd33261fce6063503a61fd2",9,983,"5e3f64584425131c4df331b7","3",1,6,0,3,-1240,"ci","1",24,10.572,4,6,43,13,2,80,1,99,80,-11960,200,0.990050160348656
"714","5d1d5027558790001a6d4dea",40,984,"5e3f645e9dd8051c1a6f9342","5",1,9,0,0,-13880,"ci","5",15,4.974,1,9,72,12,3,200,1,19,200,-3440,200,0.999725350178522
"715","5de301515253b03390043d12",80,985,"5e3f6473efb86e1c939f60b9","5",1,9,0,0,-9520,"ci","1",15,12.566,1,9,6,6,1,200,1,99,200,-17840,200,0.999944570700072
"716","5d1e47055538e6001a842e3b",77,986,"5e3f645423323f1c3c7463b4","3,2,9,7,5",4,5,1,0,-1960,"ci","10",8,15.723,4,6,15,15,1,0,5,9,0,-1160,200,0.852314474650992
"717","5cb5d78329f6ff00167f5e24",21,987,"5e3f64799cfe9b1c6d840626","3,9",2,6,0,2,80,"ci","10",24,5.168,4,6,70,10,3,120,2,9,120,-1160,200,0.940484937545922
"718","5dbee94de0a6e839b5a23898",84,989,"5e3f647819a5ea1c3bf2e5fa","null",0,5,0,5,1040,"ci","10",7,17.695,5,5,13,13,1,0,0,9,0,-1000,200,0.832639467110741
"719","5a5e8efcac562400015424ba",59,990,"5e3f6461194a561c8bdb8a43","6,10,3",2,4,1,3,-38920,"ci","10",19,11.438,5,5,34,4,2,-120,3,9,-120,-1000,200,0.732722731057452
"720","5c66e2f32eacb200019ee394",85,991,"5e3f645a4a6a7f1c24d838c1","8,7,5,9,3,4",5,4,1,0,-8120,"ci","5",12,6.573,5,5,44,14,2,-200,6,19,-200,-2000,200,0.817810086324398
"721","5e15a5f7082675b7e19b2bbc",30,992,"5e3f6463280cae1c6f6f6c7b","5,10,6,2,8",1,1,4,4,-38920,"ci","1",20,19.008,5,5,11,11,1,-7960,5,99,-7960,-10000,200,0.199980394079012
"722","5cb5d78329f6ff00167f5e24",21,993,"5e3f64799cfe9b1c6d840626","null",0,5,0,5,80,"ci","10",14,3.161,5,5,71,11,3,0,0,9,0,-1000,200,0.832639467110741
"723","5a95694a4eecca0001dd4721",21,994,"5e3f646111f2e11c2b6ec11d","2,5,9,4",4,4,0,2,-4200,"ci","5",2,10.527,6,4,36,6,2,120,4,19,120,-1640,200,0.956002172732211
"724","5dd33261fce6063503a61fd2",9,995,"5e3f64584425131c4df331b7","null",0,4,0,6,-1280,"ci","1",2,8.571,6,4,44,14,2,-40,0,99,-40,-8040,200,0.970755976216479
"725","5cb5d78329f6ff00167f5e24",21,996,"5e3f64799cfe9b1c6d840626","null",0,7,0,3,160,"ci","10",4,2.908,3,7,72,12,3,80,0,9,80,-1320,200,0.920447074293228
"726","5d1d5027558790001a6d4dea",40,998,"5e3f645e9dd8051c1a6f9342","10,9,5,3",4,6,0,0,-13680,"ci","5",24,9.997,4,6,73,13,3,200,4,19,200,-2360,200,0.999609527528309
"727","5e39b4e8eed08202335f88bb",11,999,"5e3f6464ce52251bf065935e","9,2,7,4,10",5,5,0,0,-960,"ci","10",11,21.951,5,5,31,1,2,-960,5,9,200,-1000,200,0.999167360532889
"728","5a95694a4eecca0001dd4721",21,1000,"5e3f646111f2e11c2b6ec11d","6,3,7,5",4,5,0,1,-4040,"ci","5",23,5.267,5,5,37,7,2,160,4,19,160,-2000,200,0.981372103589278
"729","5de301515253b03390043d12",80,1001,"5e3f6473efb86e1c939f60b9","9",1,4,0,5,-9520,"ci","1",2,11.857,6,4,7,7,1,0,1,99,0,-8040,200,0.975609756097561
"730","5c66e2f32eacb200019ee394",85,1002,"5e3f645a4a6a7f1c24d838c1","4",1,7,0,2,-8000,"ci","5",4,7.173,3,7,45,15,3,120,1,19,120,-2720,200,0.972269770626498
"731","5cb5d78329f6ff00167f5e24",21,1003,"5e3f64799cfe9b1c6d840626","null",0,5,0,5,160,"ci","10",25,4.178,5,5,73,13,3,0,0,9,0,-1000,200,0.832639467110741
"732","5a95694a4eecca0001dd4721",21,1006,"5e3f646111f2e11c2b6ec11d","5,2,8",3,1,0,6,-4080,"ci","5",13,6.334,9,1,38,8,2,-40,3,19,-40,-560,200,0.683311432325887
"733","5cb5d78329f6ff00167f5e24",21,1007,"5e3f64799cfe9b1c6d840626","5",1,9,0,0,360,"ci","10",15,4.378,1,9,74,14,3,200,1,9,200,-1640,200,0.999456816947311
"734","5d1d5027558790001a6d4dea",40,1008,"5e3f645e9dd8051c1a6f9342","4,9,2,5",4,4,0,2,-13560,"ci","5",2,7.497,6,4,74,14,3,120,4,19,120,-1640,200,0.956002172732211
"735","5a5e8efcac562400015424ba",59,1009,"5e3f6461194a561c8bdb8a43","3,7,8,1",4,2,0,4,-38880,"ci","10",16,13.948,8,2,35,5,2,40,4,9,40,-520,200,0.776699029126214
"736","5dbee94de0a6e839b5a23898",84,1010,"5e3f647819a5ea1c3bf2e5fa","8,10",2,3,0,5,1040,"ci","10",29,14.585,7,3,14,14,1,0,2,9,0,-680,200,0.771850170261067
"737","5d1e47055538e6001a842e3b",77,1011,"5e3f645423323f1c3c7463b4","6,5,3,7",4,5,0,1,-1800,"ci","10",23,17.908,5,5,16,16,2,160,4,9,160,-1000,200,0.96586178184846
"738","5dd33261fce6063503a61fd2",9,1012,"5e3f64584425131c4df331b7","7,9",2,5,0,3,-1200,"ci","1",11,13.893,5,5,45,15,3,80,2,99,80,-10000,200,0.988138417802176
"739","5dc1d03762ec50143144ac3f",96,1013,"5e3f646781d99c1c0b45cf27","6",0,7,1,2,-1200,"ci","1",18,41.557,2,8,6,6,1,-1880,1,99,-1880,-15880,200,0.870592624836764
"740","5c66e2f32eacb200019ee394",85,1014,"5e3f645a4a6a7f1c24d838c1","10,4,9,8,6,7,2",7,3,0,0,-7800,"ci","5",27,9.055,7,3,46,16,3,200,7,19,200,-1280,200,0.99932478055368
"741","5a95694a4eecca0001dd4721",21,1016,"5e3f646111f2e11c2b6ec11d","8,5,2,3",4,6,0,0,-3880,"ci","5",3,5.063,4,6,39,9,2,200,4,19,200,-2360,200,0.999609527528309
