"","trial","region_idx","nregions","p_value","alpha","rank","critical_value","bh_profit","is_profit","tp","tn","fp","fn"
"622",32,5,8,0.19941,0.05,2,0.0125,FALSE,FALSE,0,1,0,0
"623",32,8,8,0.23074,0.05,3,0.01875,FALSE,FALSE,0,1,0,0
"624",32,1,8,0.24179,0.05,4,0.025,FALSE,FALSE,0,1,0,0
"625",32,7,8,0.25134,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"626",32,6,8,0.36796,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"627",32,4,8,0.50681,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"628",32,3,8,0.97204,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"629",32,8,12,0.00754,0.05,1,0.00416666666666667,FALSE,TRUE,0,0,0,1
"630",32,5,12,0.29158,0.05,2,0.00833333333333333,FALSE,FALSE,0,1,0,0
"631",32,4,12,0.29683,0.05,3,0.0125,FALSE,FALSE,0,1,0,0
"632",32,11,12,0.32012,0.05,4,0.0166666666666667,FALSE,FALSE,0,1,0,0
"633",32,10,12,0.41547,0.05,5,0.0208333333333333,FALSE,FALSE,0,1,0,0
"634",32,7,12,0.59961,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"635",32,2,12,0.68523,0.05,7,0.0291666666666667,FALSE,FALSE,0,1,0,0
"636",32,12,12,0.7932,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"637",32,3,12,0.84379,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"638",32,9,12,0.90709,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"639",32,6,12,0.93582,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"640",32,1,12,0.96697,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"641",33,5,8,0.00325,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"642",33,1,8,0.02997,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"643",33,3,8,0.03759,0.05,3,0.01875,FALSE,FALSE,0,1,0,0
"644",33,4,8,0.08194,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"645",33,8,8,0.24576,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"646",33,6,8,0.25883,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"647",33,7,8,0.34025,0.05,7,0.04375,FALSE,TRUE,0,0,0,1
"648",33,2,8,0.93571,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"649",33,12,12,3e-04,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"650",33,4,12,0.00518,0.05,2,0.00833333333333333,TRUE,TRUE,1,0,0,0
"651",33,1,12,0.01335,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"652",33,11,12,0.01603,0.05,4,0.0166666666666667,TRUE,TRUE,1,0,0,0
"653",33,5,12,0.03413,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"654",33,6,12,0.03582,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"655",33,9,12,0.05021,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"656",33,2,12,0.07758,0.05,8,0.0333333333333333,FALSE,TRUE,0,0,0,1
"657",33,10,12,0.19123,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"658",33,3,12,0.22452,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"659",33,7,12,0.49974,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"660",33,8,12,0.98564,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"661",34,8,8,0.01081,0.05,1,0.00625,FALSE,TRUE,0,0,0,1
"662",34,7,8,0.36064,0.05,2,0.0125,FALSE,TRUE,0,0,0,1
"663",34,6,8,0.39277,0.05,3,0.01875,FALSE,FALSE,0,1,0,0
"664",34,2,8,0.4457,0.05,4,0.025,FALSE,FALSE,0,1,0,0
"665",34,4,8,0.48218,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"666",34,3,8,0.55603,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"667",34,1,8,0.83176,0.05,7,0.04375,FALSE,FALSE,0,1,0,0
"668",34,5,8,0.96318,0.05,8,0.05,FALSE,TRUE,0,0,0,1
"669",34,10,12,0.00547,0.05,1,0.00416666666666667,FALSE,TRUE,0,0,0,1
"670",34,11,12,0.09151,0.05,2,0.00833333333333333,FALSE,TRUE,0,0,0,1
"671",34,5,12,0.09335,0.05,3,0.0125,FALSE,TRUE,0,0,0,1
"672",34,3,12,0.09902,0.05,4,0.0166666666666667,FALSE,TRUE,0,0,0,1
"673",34,2,12,0.24093,0.05,5,0.0208333333333333,FALSE,FALSE,0,1,0,0
"674",34,1,12,0.32721,0.05,6,0.025,FALSE,FALSE,0,1,0,0
"675",34,8,12,0.41754,0.05,7,0.0291666666666667,FALSE,FALSE,0,1,0,0
"676",34,4,12,0.44843,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"677",34,6,12,0.56095,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"678",34,9,12,0.60746,0.05,10,0.0416666666666667,FALSE,TRUE,0,0,0,1
"679",34,12,12,0.66523,0.05,11,0.0458333333333333,FALSE,TRUE,0,0,0,1
"680",34,7,12,0.8249,0.05,12,0.05,FALSE,FALSE,0,1,0,0
"681",35,4,8,0.00036,0.05,1,0.00625,TRUE,TRUE,1,0,0,0
"682",35,8,8,0.00055,0.05,2,0.0125,TRUE,TRUE,1,0,0,0
"683",35,5,8,0.00677,0.05,3,0.01875,TRUE,TRUE,1,0,0,0
"684",35,1,8,0.02914,0.05,4,0.025,FALSE,TRUE,0,0,0,1
"685",35,7,8,0.0496,0.05,5,0.03125,FALSE,FALSE,0,1,0,0
"686",35,6,8,0.06078,0.05,6,0.0375,FALSE,FALSE,0,1,0,0
"687",35,2,8,0.06332,0.05,7,0.04375,FALSE,TRUE,0,0,0,1
"688",35,3,8,0.21032,0.05,8,0.05,FALSE,FALSE,0,1,0,0
"689",35,1,12,0.00033,0.05,1,0.00416666666666667,TRUE,TRUE,1,0,0,0
"690",35,8,12,0.002,0.05,2,0.00833333333333333,TRUE,TRUE,1,0,0,0
"691",35,4,12,0.00334,0.05,3,0.0125,TRUE,TRUE,1,0,0,0
"692",35,6,12,0.00955,0.05,4,0.0166666666666667,TRUE,TRUE,1,0,0,0
"693",35,12,12,0.0225,0.05,5,0.0208333333333333,FALSE,TRUE,0,0,0,1
"694",35,11,12,0.02546,0.05,6,0.025,FALSE,TRUE,0,0,0,1
"695",35,10,12,0.08442,0.05,7,0.0291666666666667,FALSE,TRUE,0,0,0,1
"696",35,9,12,0.18354,0.05,8,0.0333333333333333,FALSE,FALSE,0,1,0,0
"697",35,5,12,0.36349,0.05,9,0.0375,FALSE,FALSE,0,1,0,0
"698",35,7,12,0.48523,0.05,10,0.0416666666666667,FALSE,FALSE,0,1,0,0
"699",35,3,12,0.64053,0.05,11,0.0458333333333333,FALSE,FALSE,0,1,0,0
"700",35,2,12,0.6558,0.05,12,0.05,FALSE,FALSE,0,1,0,0
