"prolific_pid","id","tp","tn","fp","fn","condition","incentive","trial","duration","nregions","trial_id","ntrials","alpha","block"
"5dce6f1024a02c0e316511fb",8498,2,4,0,2,"halfeye",5,2,8.962,"8",25,8,0.05,1
"5dce6f1024a02c0e316511fb",8499,5,3,0,0,"halfeye",5,12,16.017,"8",26,8,0.05,1
"5dce6f1024a02c0e316511fb",8500,2,2,0,4,"halfeye",5,22,15.798,"8",27,8,0.05,1
"5dce6f1024a02c0e316511fb",8501,3,3,0,2,"halfeye",5,1,8.44,"8",28,8,0.05,1
"5dce6f1024a02c0e316511fb",8502,2,5,1,0,"halfeye",5,11,9.586,"8",29,8,0.05,1
"5dce6f1024a02c0e316511fb",8503,4,3,0,1,"halfeye",5,21,23.276,"8",30,8,0.05,1
"5dce6f1024a02c0e316511fb",8504,3,6,0,3,"halfeye",5,10,39.731,"12",31,12,0.05,2
"5dce6f1024a02c0e316511fb",8505,6,2,1,3,"halfeye",5,20,22.125,"12",32,12,0.05,2
"5dce6f1024a02c0e316511fb",8506,6,6,0,0,"halfeye",5,30,11.057,"12",33,12,0.05,2
"5dce6f1024a02c0e316511fb",8507,4,7,0,1,"halfeye",5,9,16.369,"12",34,12,0.05,2
"5dce6f1024a02c0e316511fb",8508,3,7,0,2,"halfeye",5,19,20.582,"12",35,12,0.05,2
"5dce6f1024a02c0e316511fb",8509,3,9,0,0,"halfeye",5,29,64.855,"12",36,12,0.05,2
"5dce6f1024a02c0e316511fb",8510,4,8,0,0,"halfeye",5,8,12.505,"12",37,12,0.05,2
"5dce6f1024a02c0e316511fb",8511,6,6,0,0,"halfeye",5,18,9.86,"12",38,12,0.05,2
"5dce6f1024a02c0e316511fb",8512,2,8,0,2,"halfeye",5,28,12.703,"12",39,12,0.05,2
"5dce6f1024a02c0e316511fb",8513,1,6,0,5,"halfeye",5,7,12.432,"12",40,12,0.05,2
"5dce6f1024a02c0e316511fb",8514,6,3,0,3,"halfeye",5,17,19.629,"12",41,12,0.05,2
"5dce6f1024a02c0e316511fb",8515,6,3,1,2,"halfeye",5,27,14.772,"12",42,12,0.05,2
"5dce6f1024a02c0e316511fb",8516,4,5,0,3,"halfeye",5,6,8.911,"12",43,12,0.05,2
"5dce6f1024a02c0e316511fb",8517,2,5,0,5,"halfeye",5,16,7.962,"12",44,12,0.05,2
"5dce6f1024a02c0e316511fb",8518,6,3,0,3,"halfeye",5,26,12.157,"12",45,12,0.05,2
"5dce6f1024a02c0e316511fb",8519,4,5,0,3,"halfeye",5,5,14.839,"12",46,12,0.05,2
"5dce6f1024a02c0e316511fb",8520,6,6,0,0,"halfeye",5,15,12.748,"12",47,12,0.05,2
"5dce6f1024a02c0e316511fb",8521,3,6,0,3,"halfeye",5,25,9.308,"12",48,12,0.05,2
"5dce6f1024a02c0e316511fb",8522,3,4,0,5,"halfeye",5,4,13.48,"12",49,12,0.05,2
"5dce6f1024a02c0e316511fb",8523,5,2,0,5,"halfeye",5,14,34.536,"12",50,12,0.05,2
"5dce6f1024a02c0e316511fb",8524,7,3,0,2,"halfeye",5,24,12.416,"12",51,12,0.05,2
"5dce6f1024a02c0e316511fb",8525,4,7,0,1,"halfeye",5,3,9.585,"12",52,12,0.05,2
"5dce6f1024a02c0e316511fb",8526,1,8,0,3,"halfeye",5,13,13.192,"12",53,12,0.05,2
"5dce6f1024a02c0e316511fb",8527,7,5,0,0,"halfeye",5,23,10.389,"12",54,12,0.05,2
"5dce6f1024a02c0e316511fb",8528,4,7,0,1,"halfeye",5,2,10.601,"12",55,12,0.05,2
"5dce6f1024a02c0e316511fb",8529,7,3,0,2,"halfeye",5,12,15.721,"12",56,12,0.05,2
"5dce6f1024a02c0e316511fb",8530,2,4,0,6,"halfeye",5,22,10.098,"12",57,12,0.05,2
"5dce6f1024a02c0e316511fb",8531,3,4,0,5,"halfeye",5,1,11.292,"12",58,12,0.05,2
"5dce6f1024a02c0e316511fb",8532,1,9,0,2,"halfeye",5,11,9.09,"12",59,12,0.05,2
"5dce6f1024a02c0e316511fb",8533,4,5,0,3,"halfeye",5,21,14.322,"12",60,12,0.05,2
"5e5e2a238627aa13cf71d42e",8539,4,3,0,1,"halfeye",5,24,15.764,"8",1,8,0.05,1
"5e5e2a238627aa13cf71d42e",8542,5,2,0,1,"halfeye",5,17,19.454,"8",2,8,0.05,1
"5e3491b4239ceb458de7b930",8550,5,2,1,0,"halfeye",5,1,23.161,"8",1,8,0.05,1
"5e5e2a238627aa13cf71d42e",8554,3,3,0,2,"halfeye",5,10,15.535,"8",3,8,0.05,1
"5e5e2a238627aa13cf71d42e",8557,3,4,1,0,"halfeye",5,3,11.599,"8",4,8,0.05,1
"5e5e2a238627aa13cf71d42e",8559,2,2,1,3,"halfeye",5,27,5.469,"8",5,8,0.05,1
"5e3491b4239ceb458de7b930",8561,4,3,1,0,"halfeye",5,2,43.81,"8",2,8,0.05,1
"5e5e2a238627aa13cf71d42e",8566,3,1,0,4,"halfeye",5,20,20.546,"8",6,8,0.05,1
"5e3491b4239ceb458de7b930",8567,3,3,2,0,"halfeye",5,3,15.922,"8",3,8,0.05,1
"5e5e2a238627aa13cf71d42e",8568,2,4,0,2,"halfeye",5,13,8.296,"8",7,8,0.05,1
"5aa61dd36475f90001a05dcf",8569,3,4,0,1,"halfeye",5,5,17.26,"8",1,8,0.05,1
"5e5e2a238627aa13cf71d42e",8570,5,2,1,0,"halfeye",5,6,16.184,"8",8,8,0.05,1
"5e3491b4239ceb458de7b930",8571,4,1,3,0,"halfeye",5,4,23.913,"8",4,8,0.05,1
"5aa61dd36475f90001a05dcf",8572,1,3,0,4,"halfeye",5,10,24.65,"8",2,8,0.05,1
"5d25781deae1310019e2e95d",8573,3,2,0,3,"halfeye",5,22,29.352,"8",1,8,0.05,1
"5e5e2a238627aa13cf71d42e",8574,4,3,0,1,"halfeye",5,30,15.348,"8",9,8,0.05,1
"5e3491b4239ceb458de7b930",8575,3,4,0,1,"halfeye",5,5,25.739,"8",5,8,0.05,1
"5aa61dd36475f90001a05dcf",8576,5,2,0,1,"halfeye",5,15,14.047,"8",3,8,0.05,1
"5e5e2a238627aa13cf71d42e",8577,4,3,0,1,"halfeye",5,23,11.979,"8",10,8,0.05,1
"5aa61dd36475f90001a05dcf",8578,4,1,0,3,"halfeye",5,20,9.602,"8",4,8,0.05,1
"5d25781deae1310019e2e95d",8579,2,4,0,2,"halfeye",5,13,17.547,"8",2,8,0.05,1
"5e3491b4239ceb458de7b930",8580,5,3,0,0,"halfeye",5,6,15.339,"8",6,8,0.05,1
"5e5e2a238627aa13cf71d42e",8581,2,4,0,2,"halfeye",5,16,9.928,"8",11,8,0.05,1
"5d25781deae1310019e2e95d",8582,4,3,1,0,"halfeye",5,4,8.329,"8",3,8,0.05,1
"5e5e2a238627aa13cf71d42e",8583,2,4,2,0,"halfeye",5,9,9.9,"8",12,8,0.05,1
"5e3491b4239ceb458de7b930",8584,2,4,0,2,"halfeye",5,7,16.449,"8",7,8,0.05,1
"5d25781deae1310019e2e95d",8585,6,2,0,0,"halfeye",5,26,12.359,"8",4,8,0.05,1
"5e3491b4239ceb458de7b930",8586,2,6,0,0,"halfeye",5,8,6.68,"8",8,8,0.05,1
"5aa61dd36475f90001a05dcf",8587,2,5,0,1,"halfeye",5,25,29.058,"8",5,8,0.05,1
"5d25781deae1310019e2e95d",8588,6,1,1,0,"halfeye",5,17,8.072,"8",5,8,0.05,1
"5e5e2a238627aa13cf71d42e",8589,4,4,0,0,"halfeye",5,2,16.561,"8",13,8,0.05,1
"5e3491b4239ceb458de7b930",8590,1,6,0,1,"halfeye",5,9,6.302,"8",9,8,0.05,1
"5d25781deae1310019e2e95d",8591,2,6,0,0,"halfeye",5,8,5.742,"8",6,8,0.05,1
"5e3491b4239ceb458de7b930",8592,0,3,0,5,"halfeye",5,10,5.712,"8",10,8,0.05,1
"5e5e2a238627aa13cf71d42e",8593,5,2,0,1,"halfeye",5,26,9.13,"8",14,8,0.05,1
"5aa61dd36475f90001a05dcf",8594,5,3,0,0,"halfeye",5,30,13.692,"8",6,8,0.05,1
"5d25781deae1310019e2e95d",8595,4,3,0,1,"halfeye",5,30,7.192,"8",7,8,0.05,1
"5e3491b4239ceb458de7b930",8596,2,6,0,0,"halfeye",5,11,6.65,"8",11,8,0.05,1
"5e5e2a238627aa13cf71d42e",8597,4,3,1,0,"halfeye",5,19,8.856,"8",15,8,0.05,1
"5d25781deae1310019e2e95d",8598,4,3,0,1,"halfeye",5,21,7.971,"8",8,8,0.05,1
"5e3491b4239ceb458de7b930",8599,5,3,0,0,"halfeye",5,12,10.333,"8",12,8,0.05,1
"5d25781deae1310019e2e95d",8600,5,3,0,0,"halfeye",5,12,5.858,"8",9,8,0.05,1
"5aa61dd36475f90001a05dcf",8601,3,4,0,1,"halfeye",5,4,16.833,"8",7,8,0.05,1
"5e3491b4239ceb458de7b930",8602,1,4,0,3,"halfeye",5,13,4.812,"8",13,8,0.05,1
"5d25781deae1310019e2e95d",8603,3,5,0,0,"halfeye",5,3,4.801,"8",10,8,0.05,1
"5e3491b4239ceb458de7b930",8604,4,2,0,2,"halfeye",5,14,5.533,"8",14,8,0.05,1
"5d25781deae1310019e2e95d",8605,2,5,0,1,"halfeye",5,25,5.489,"8",11,8,0.05,1
"5d25781deae1310019e2e95d",8606,2,4,0,2,"halfeye",5,16,4.91,"8",12,8,0.05,1
"5e3491b4239ceb458de7b930",8607,5,2,0,1,"halfeye",5,15,7.454,"8",15,8,0.05,1
"5aa61dd36475f90001a05dcf",8608,2,6,0,0,"halfeye",5,9,17.215,"8",8,8,0.05,1
"5e5e2a238627aa13cf71d42e",8609,5,3,0,0,"halfeye",5,12,8.872,"8",16,8,0.05,1
"5d25781deae1310019e2e95d",8610,4,4,0,0,"halfeye",5,7,4.809,"8",13,8,0.05,1
"5e3491b4239ceb458de7b930",8611,0,4,0,4,"halfeye",5,16,6.773,"8",16,8,0.05,1
"5e5e2a238627aa13cf71d42e",8612,4,4,0,0,"halfeye",5,5,7.889,"8",17,8,0.05,1
"5d25781deae1310019e2e95d",8613,3,4,1,0,"halfeye",5,29,6.799,"8",14,8,0.05,1
"5e3491b4239ceb458de7b930",8614,4,2,0,2,"halfeye",5,17,7.064,"8",17,8,0.05,1
"5d25781deae1310019e2e95d",8615,4,1,0,3,"halfeye",5,20,6.799,"8",15,8,0.05,1
"5e5e2a238627aa13cf71d42e",8616,2,4,1,1,"halfeye",5,29,7.671,"8",18,8,0.05,1
"5aa61dd36475f90001a05dcf",8617,4,2,0,2,"halfeye",5,14,18.276,"8",9,8,0.05,1
"5e3491b4239ceb458de7b930",8618,4,3,0,1,"halfeye",5,18,7.87,"8",18,8,0.05,1
"5d25781deae1310019e2e95d",8619,2,6,0,0,"halfeye",5,11,6.465,"8",16,8,0.05,1
"5e5e2a238627aa13cf71d42e",8620,4,2,0,2,"halfeye",5,22,8.894,"8",19,8,0.05,1
"5e3491b4239ceb458de7b930",8621,3,4,0,1,"halfeye",5,19,6.016,"8",19,8,0.05,1
"5d25781deae1310019e2e95d",8622,2,4,0,2,"halfeye",5,2,4.72,"8",17,8,0.05,1
"5aa61dd36475f90001a05dcf",8623,3,4,0,1,"halfeye",5,19,12.514,"8",10,8,0.05,1
"5d25781deae1310019e2e95d",8624,4,3,0,1,"halfeye",5,24,4.965,"8",18,8,0.05,1
"5e5e2a238627aa13cf71d42e",8625,4,2,0,2,"halfeye",5,15,10.478,"8",20,8,0.05,1
"5e3491b4239ceb458de7b930",8626,4,1,0,3,"halfeye",5,20,10.069,"8",20,8,0.05,1
"5d25781deae1310019e2e95d",8627,5,2,0,1,"halfeye",5,15,5.775,"8",19,8,0.05,1
"5e3491b4239ceb458de7b930",8628,4,3,0,1,"halfeye",5,21,4.973,"8",21,8,0.05,1
"5aa61dd36475f90001a05dcf",8629,4,3,0,1,"halfeye",5,24,12.574,"8",11,8,0.05,1
"5cbcfce214b3cb0015f03471",8630,0,1,2,5,"halfeye",5,18,53.272,"8",1,8,0.05,1
"5d25781deae1310019e2e95d",8631,5,3,0,0,"halfeye",5,6,5.304,"8",20,8,0.05,1
"5e5e2a238627aa13cf71d42e",8632,2,6,0,0,"halfeye",5,8,11.497,"8",21,8,0.05,1
"5e3491b4239ceb458de7b930",8633,1,2,0,5,"halfeye",5,22,5.749,"8",22,8,0.05,1
"5aa61dd36475f90001a05dcf",8634,3,5,0,0,"halfeye",5,29,10.251,"8",12,8,0.05,1
"5d25781deae1310019e2e95d",8635,2,5,0,1,"halfeye",5,28,7.252,"8",21,8,0.05,1
"5e5e2a238627aa13cf71d42e",8636,3,2,1,2,"halfeye",5,1,10.979,"8",22,8,0.05,1
"5d25781deae1310019e2e95d",8637,3,4,0,1,"halfeye",5,19,7.379,"8",22,8,0.05,1
"5aa61dd36475f90001a05dcf",8638,2,5,0,1,"halfeye",5,3,14.485,"8",13,8,0.05,1
"5cbcfce214b3cb0015f03471",8639,0,2,2,4,"halfeye",5,5,25.032,"8",2,8,0.05,1
"5aa61dd36475f90001a05dcf",8640,2,6,0,0,"halfeye",5,8,9.609,"8",14,8,0.05,1
"5e5e2a238627aa13cf71d42e",8641,2,4,1,1,"halfeye",5,25,7.161,"8",23,8,0.05,1
"5d25781deae1310019e2e95d",8642,1,3,0,4,"halfeye",5,10,8.486,"8",23,8,0.05,1
"5aa61dd36475f90001a05dcf",8643,1,4,0,3,"halfeye",5,13,11.463,"8",15,8,0.05,1
"5e5e2a238627aa13cf71d42e",8644,2,3,0,3,"halfeye",5,18,6.625,"8",24,8,0.05,1
"5d25781deae1310019e2e95d",8645,3,3,0,2,"halfeye",5,1,7.964,"8",24,8,0.05,1
"5aa61dd36475f90001a05dcf",8646,5,3,0,0,"halfeye",5,18,11.458,"8",16,8,0.05,1
"5e5e2a238627aa13cf71d42e",8647,0,2,4,2,"halfeye",5,11,7.072,"8",25,8,0.05,1
"5d25781deae1310019e2e95d",8648,4,3,0,1,"halfeye",5,23,5.427,"8",25,8,0.05,1
"5e3491b4239ceb458de7b930",8649,3,3,0,2,"halfeye",5,23,6.027,"8",23,8,0.05,1
"5cbcfce214b3cb0015f03471",8650,0,2,1,5,"halfeye",5,23,35.819,"8",3,8,0.05,1
"5e5e2a238627aa13cf71d42e",8651,4,4,0,0,"halfeye",5,4,4.959,"8",26,8,0.05,1
"5d25781deae1310019e2e95d",8652,4,2,0,2,"halfeye",5,14,5.905,"8",26,8,0.05,1
"5e3491b4239ceb458de7b930",8653,4,3,0,1,"halfeye",5,24,8.124,"8",24,8,0.05,1
"5aa61dd36475f90001a05dcf",8654,5,3,0,0,"halfeye",5,23,11.941,"8",17,8,0.05,1
"5e5e2a238627aa13cf71d42e",8655,2,4,1,1,"halfeye",5,28,7.391,"8",27,8,0.05,1
"5cbcfce214b3cb0015f03471",8656,2,3,0,3,"halfeye",5,10,9.315,"8",4,8,0.05,1
"5d25781deae1310019e2e95d",8657,3,4,0,1,"halfeye",5,5,6.1,"8",27,8,0.05,1
"5e5e2a238627aa13cf71d42e",8658,2,3,0,3,"halfeye",5,21,7.39,"8",28,8,0.05,1
"5aa61dd36475f90001a05dcf",8659,2,5,0,1,"halfeye",5,28,8.9,"8",18,8,0.05,1
"5e3491b4239ceb458de7b930",8660,1,5,0,2,"halfeye",5,25,10.202,"8",25,8,0.05,1
"5d25781deae1310019e2e95d",8661,5,3,0,0,"halfeye",5,27,5.866,"8",28,8,0.05,1
"5cbcfce214b3cb0015f03471",8662,1,4,1,2,"halfeye",5,28,7.014,"8",5,8,0.05,1
"5e5e2a238627aa13cf71d42e",8663,4,2,0,2,"halfeye",5,14,6.113,"8",29,8,0.05,1
"5d25781deae1310019e2e95d",8664,5,3,0,0,"halfeye",5,18,6.195,"8",29,8,0.05,1
"5e3491b4239ceb458de7b930",8665,2,2,0,4,"halfeye",5,26,6.779,"8",26,8,0.05,1
"5aa61dd36475f90001a05dcf",8666,2,4,0,2,"halfeye",5,2,9.367,"8",19,8,0.05,1
"5cbcfce214b3cb0015f03471",8667,1,1,1,5,"halfeye",5,15,11.758,"8",6,8,0.05,1
"5e5e2a238627aa13cf71d42e",8668,1,2,2,3,"halfeye",5,7,6.836,"8",30,8,0.05,1
"5d25781deae1310019e2e95d",8669,2,5,1,0,"halfeye",5,9,6.821,"8",30,8,0.05,1
"5e3491b4239ceb458de7b930",8670,5,3,0,0,"halfeye",5,27,7.275,"8",27,8,0.05,1
"5aa61dd36475f90001a05dcf",8671,4,4,0,0,"halfeye",5,7,9.323,"8",20,8,0.05,1
"5e3491b4239ceb458de7b930",8672,2,5,0,1,"halfeye",5,28,5.245,"8",28,8,0.05,1
"5e3491b4239ceb458de7b930",8673,2,5,0,1,"halfeye",5,29,6.282,"8",29,8,0.05,1
"5aa61dd36475f90001a05dcf",8674,5,3,0,0,"halfeye",5,12,8.999,"8",21,8,0.05,1
"5cbcfce214b3cb0015f03471",8675,1,2,2,3,"halfeye",5,2,18.315,"8",7,8,0.05,1
"5e3491b4239ceb458de7b930",8676,4,3,0,1,"halfeye",5,30,5.158,"8",30,8,0.05,1
"5aa61dd36475f90001a05dcf",8677,4,2,0,2,"halfeye",5,17,10.784,"8",22,8,0.05,1
"5d25781deae1310019e2e95d",8678,3,4,0,5,"halfeye",5,22,12.424,"12",31,12,0.05,2
"5cbcfce214b3cb0015f03471",8679,1,1,0,6,"halfeye",5,20,17.705,"8",8,8,0.05,1
"5d25781deae1310019e2e95d",8680,1,8,0,3,"halfeye",5,13,9.614,"12",32,12,0.05,2
"5d25781deae1310019e2e95d",8681,6,4,0,2,"halfeye",5,4,11.254,"12",33,12,0.05,2
"5e3491b4239ceb458de7b930",8682,4,4,0,4,"halfeye",5,1,19.266,"12",31,12,0.05,2
"5e5e2a238627aa13cf71d42e",8683,5,3,0,4,"halfeye",5,24,20.043,"12",31,12,0.05,2
"5d25781deae1310019e2e95d",8684,8,2,1,1,"halfeye",5,26,8.46,"12",34,12,0.05,2
"5cbcfce214b3cb0015f03471",8685,0,4,0,4,"halfeye",5,7,25.549,"8",9,8,0.05,1
"5e5e2a238627aa13cf71d42e",8686,3,3,0,6,"halfeye",5,17,9.294,"12",32,12,0.05,2
"5e3491b4239ceb458de7b930",8687,4,7,0,1,"halfeye",5,2,12.457,"12",32,12,0.05,2
"5aa61dd36475f90001a05dcf",8688,1,2,0,5,"halfeye",5,22,18.394,"8",23,8,0.05,1
"5d25781deae1310019e2e95d",8689,6,3,0,3,"halfeye",5,17,10.046,"12",35,12,0.05,2
"5e3491b4239ceb458de7b930",8690,5,7,0,0,"halfeye",5,3,7.263,"12",33,12,0.05,2
"5cbcfce214b3cb0015f03471",8691,0,3,2,3,"halfeye",5,25,10.017,"8",10,8,0.05,1
"5d25781deae1310019e2e95d",8692,3,8,0,1,"halfeye",5,8,6.866,"12",36,12,0.05,2
"5e5e2a238627aa13cf71d42e",8693,4,6,0,2,"halfeye",5,10,12.203,"12",33,12,0.05,2
"5aa61dd36475f90001a05dcf",8694,5,3,0,0,"halfeye",5,27,9.934,"8",24,8,0.05,1
"5e3491b4239ceb458de7b930",8695,5,4,0,3,"halfeye",5,4,8.449,"12",34,12,0.05,2
"5c1a1c6b0bdf8b0001c5928e",8696,3,4,2,3,"halfeye",5,7,55.763,"12",1,12,0.05,1
"5cbcfce214b3cb0015f03471",8697,1,2,1,4,"halfeye",5,12,8.954,"8",11,8,0.05,1
"5d25781deae1310019e2e95d",8698,6,6,0,0,"halfeye",5,30,6.916,"12",37,12,0.05,2
"5e5e2a238627aa13cf71d42e",8699,4,6,1,1,"halfeye",5,3,10.728,"12",34,12,0.05,2
"5aa61dd36475f90001a05dcf",8700,3,3,0,2,"halfeye",5,1,11.932,"8",25,8,0.05,1
"5cbcfce214b3cb0015f03471",8701,2,3,0,3,"halfeye",5,30,7.333,"8",12,8,0.05,1
"5e3491b4239ceb458de7b930",8702,4,5,0,3,"halfeye",5,5,9.443,"12",35,12,0.05,2
"5d25781deae1310019e2e95d",8703,7,5,0,0,"halfeye",5,21,10.792,"12",38,12,0.05,2
"5e5e2a238627aa13cf71d42e",8704,6,4,0,2,"halfeye",5,27,12.689,"12",35,12,0.05,2
"5e3491b4239ceb458de7b930",8705,7,4,1,0,"halfeye",5,6,8.85,"12",36,12,0.05,2
"5aa61dd36475f90001a05dcf",8706,5,3,0,0,"halfeye",5,6,13.487,"8",26,8,0.05,1
"5d25781deae1310019e2e95d",8707,9,3,0,0,"halfeye",5,12,12.469,"12",39,12,0.05,2
"5cbcfce214b3cb0015f03471",8708,0,1,1,6,"halfeye",5,17,16.701,"8",13,8,0.05,1
"5e5e2a238627aa13cf71d42e",8709,4,2,1,5,"halfeye",5,20,8.942,"12",36,12,0.05,2
"5e3491b4239ceb458de7b930",8710,0,6,0,6,"halfeye",5,7,8.921,"12",37,12,0.05,2
"5aa61dd36475f90001a05dcf",8711,2,5,1,0,"halfeye",5,11,11.101,"8",27,8,0.05,1
"5d25781deae1310019e2e95d",8712,5,7,0,0,"halfeye",5,3,8.598,"12",40,12,0.05,2
"5e3491b4239ceb458de7b930",8713,1,8,0,3,"halfeye",5,8,7.337,"12",38,12,0.05,2
"5cbcfce214b3cb0015f03471",8714,0,4,0,4,"halfeye",5,4,12.046,"8",14,8,0.05,1
"5d25781deae1310019e2e95d",8715,3,6,0,3,"halfeye",5,25,6.683,"12",41,12,0.05,2
"5e3491b4239ceb458de7b930",8716,4,6,1,1,"halfeye",5,9,7.721,"12",39,12,0.05,2
"5aa61dd36475f90001a05dcf",8717,1,4,0,3,"halfeye",5,16,11.445,"8",28,8,0.05,1
"5d25781deae1310019e2e95d",8718,1,5,0,6,"halfeye",5,16,6.124,"12",42,12,0.05,2
"5cbcfce214b3cb0015f03471",8719,3,1,1,3,"halfeye",5,22,9.157,"8",15,8,0.05,1
"5e5e2a238627aa13cf71d42e",8720,2,6,2,2,"halfeye",5,13,26.229,"12",37,12,0.05,2
"5e3491b4239ceb458de7b930",8721,0,6,0,6,"halfeye",5,10,11.018,"12",40,12,0.05,2
"5dcec32a367c6d000a4282c2",8722,4,4,0,0,"halfeye",5,7,61.045,"8",1,8,0.05,1
"5aa61dd36475f90001a05dcf",8723,4,3,0,1,"halfeye",5,21,11.215,"8",29,8,0.05,1
"5d25781deae1310019e2e95d",8724,1,6,0,5,"halfeye",5,7,10.208,"12",43,12,0.05,2
"5e3491b4239ceb458de7b930",8725,1,9,0,2,"halfeye",5,11,6.651,"12",41,12,0.05,2
"5e5e2a238627aa13cf71d42e",8726,6,5,0,1,"halfeye",5,6,8.536,"12",38,12,0.05,2
"5cbcfce214b3cb0015f03471",8727,0,4,2,2,"halfeye",5,9,14.1,"8",16,8,0.05,1
"5d25781deae1310019e2e95d",8728,3,9,0,0,"halfeye",5,29,6.959,"12",44,12,0.05,2
"5c1a1c6b0bdf8b0001c5928e",8729,6,2,0,4,"halfeye",5,14,65.284,"12",2,12,0.05,1
"5aa61dd36475f90001a05dcf",8730,5,2,0,1,"halfeye",5,26,9.9,"8",30,8,0.05,1
"5cbcfce214b3cb0015f03471",8731,1,3,0,4,"halfeye",5,27,7.436,"8",17,8,0.05,1
"5e3491b4239ceb458de7b930",8732,8,3,0,1,"halfeye",5,12,8.825,"12",42,12,0.05,2
"5e5e2a238627aa13cf71d42e",8733,4,6,0,2,"halfeye",5,30,8.629,"12",39,12,0.05,2
"5d25781deae1310019e2e95d",8734,6,3,0,3,"halfeye",5,20,9.253,"12",45,12,0.05,2
"5e3491b4239ceb458de7b930",8735,0,8,0,4,"halfeye",5,13,8.2,"12",43,12,0.05,2
"5dcec32a367c6d000a4282c2",8736,4,2,0,2,"halfeye",5,14,24.022,"8",2,8,0.05,1
"5d25781deae1310019e2e95d",8737,1,9,0,2,"halfeye",5,11,5.91,"12",46,12,0.05,2
"5e5e2a238627aa13cf71d42e",8738,4,4,1,3,"halfeye",5,23,9.984,"12",40,12,0.05,2
"5cbcfce214b3cb0015f03471",8739,2,2,0,4,"halfeye",5,14,14.563,"8",18,8,0.05,1
"5e3491b4239ceb458de7b930",8740,4,2,0,6,"halfeye",5,14,10.23,"12",44,12,0.05,2
"5e5e2a238627aa13cf71d42e",8741,4,5,0,3,"halfeye",5,16,8.521,"12",41,12,0.05,2
"5d25781deae1310019e2e95d",8742,5,7,0,0,"halfeye",5,2,12.384,"12",47,12,0.05,2
"5e5e2a238627aa13cf71d42e",8743,2,6,1,3,"halfeye",5,9,6.665,"12",42,12,0.05,2
"5e3491b4239ceb458de7b930",8744,6,6,0,0,"halfeye",5,15,7.374,"12",45,12,0.05,2
"5aa61dd36475f90001a05dcf",8745,5,5,0,2,"halfeye",5,5,17.404,"12",31,12,0.05,2
"5dcec32a367c6d000a4282c2",8746,4,3,0,1,"halfeye",5,21,24.296,"8",3,8,0.05,1
"5cbcfce214b3cb0015f03471",8747,2,1,2,3,"halfeye",5,1,18.852,"8",19,8,0.05,1
"5e5e2a238627aa13cf71d42e",8748,5,6,1,0,"halfeye",5,2,7.345,"12",43,12,0.05,2
"5d25781deae1310019e2e95d",8749,8,3,0,1,"halfeye",5,24,13.53,"12",48,12,0.05,2
"5e3491b4239ceb458de7b930",8750,2,5,0,5,"halfeye",5,16,9.18,"12",46,12,0.05,2
"5cbcfce214b3cb0015f03471",8751,1,3,1,3,"halfeye",5,19,6.048,"8",20,8,0.05,1
"5aa61dd36475f90001a05dcf",8752,3,6,0,3,"halfeye",5,10,9.634,"12",32,12,0.05,2
"5e5e2a238627aa13cf71d42e",8753,5,3,0,4,"halfeye",5,26,7.538,"12",44,12,0.05,2
"5e3491b4239ceb458de7b930",8754,5,3,0,4,"halfeye",5,17,8.699,"12",47,12,0.05,2
"5cbcfce214b3cb0015f03471",8755,2,3,0,3,"halfeye",5,6,7.365,"8",21,8,0.05,1
"5d25781deae1310019e2e95d",8756,6,6,0,0,"halfeye",5,15,13.645,"12",49,12,0.05,2
"5e5e2a238627aa13cf71d42e",8757,2,5,2,3,"halfeye",5,19,8.67,"12",45,12,0.05,2
"5dcec32a367c6d000a4282c2",8758,2,5,0,1,"halfeye",5,28,17.508,"8",4,8,0.05,1
"5aa61dd36475f90001a05dcf",8759,6,6,0,0,"halfeye",5,15,9.175,"12",33,12,0.05,2
"5e3491b4239ceb458de7b930",8760,6,6,0,0,"halfeye",5,18,8.76,"12",48,12,0.05,2
"5e5e2a238627aa13cf71d42e",8761,4,3,0,5,"halfeye",5,12,9.006,"12",46,12,0.05,2
"5c1a1c6b0bdf8b0001c5928e",8762,4,5,0,3,"halfeye",5,21,68.158,"12",3,12,0.05,1
"5aa61dd36475f90001a05dcf",8763,5,3,0,4,"halfeye",5,20,11.662,"12",34,12,0.05,2
"5e3491b4239ceb458de7b930",8764,2,7,0,3,"halfeye",5,19,9.347,"12",49,12,0.05,2
"5aa61dd36475f90001a05dcf",8765,3,6,0,3,"halfeye",5,25,10.636,"12",35,12,0.05,2
"5d25781deae1310019e2e95d",8766,7,4,1,0,"halfeye",5,6,11.427,"12",50,12,0.05,2
"5dcec32a367c6d000a4282c2",8767,2,4,0,2,"halfeye",5,4,28.01,"8",5,8,0.05,1
"5cbcfce214b3cb0015f03471",8768,0,1,2,5,"halfeye",5,24,31.422,"8",22,8,0.05,1
"5aa61dd36475f90001a05dcf",8769,6,6,0,0,"halfeye",5,30,10.481,"12",36,12,0.05,2
"5e3491b4239ceb458de7b930",8770,5,3,0,4,"halfeye",5,20,9.164,"12",50,12,0.05,2
"5c1a1c6b0bdf8b0001c5928e",8771,1,8,0,3,"halfeye",5,28,28.813,"12",4,12,0.05,1
"5e3491b4239ceb458de7b930",8772,5,5,0,2,"halfeye",5,21,8.123,"12",51,12,0.05,2
